n;swaps;comparisons
81800;1212890;1242647
81900;1214312;1243916
82000;1215930;1245539
82100;1217653;1247309
82200;1219220;1248959
82300;1220938;1250718
82400;1222573;1252403
82500;1224298;1254169
82600;1225992;1255891
82700;1227616;1257601
82800;1229342;1259365
82900;1230963;1261062
83000;1232674;1262790
83100;1234357;1264540
83200;1236071;1266275
83300;1237672;1267944
83400;1239394;1269744
83500;1241004;1271408
83600;1242716;1273159
83700;1244397;1274900
83800;1246062;1276598
83900;1247691;1278302
84000;1249410;1280064
84100;1251053;1281817
84200;1252761;1283549
84300;1254387;1285259
84400;1256070;1286971
84500;1257658;1288652
84600;1259367;1290405
84700;1261096;1292153
84800;1262748;1293887
84900;1264407;1295621
85000;1266102;1297369
85100;1267728;1299093
85200;1269327;1300743
85300;1271082;1302524
85400;1272697;1304211
85500;1274387;1305968
85600;1276085;1307736
85700;1277795;1309477
85800;1279382;1311160
85900;1281071;1312898
86000;1282735;1314632
86100;1284298;1316286
86200;1286032;1318056
86300;1287713;1319801
86400;1289337;1321496
86500;1291004;1323251
86600;1292602;1324940
86700;1294325;1326706
86800;1295941;1328402
86900;1297659;1330168
87000;1299296;1331881
87100;1300945;1333591
87200;1302592;1335320
87300;1304192;1337029
87400;1305892;1338769
87500;1307601;1340524
87600;1309229;1342242
87700;1310932;1343989
87800;1312592;1345751
87900;1314221;1347467
88000;1315864;1349166
88100;1317597;1350917
88200;1319248;1352671
88300;1320825;1354366
88400;1322468;1356085
88500;1324147;1357819
88600;1325780;1359573
88700;1327445;1361258
88800;1329107;1362996
88900;1330734;1364747
89000;1332438;1366486
89100;1334075;1368201
89200;1335718;1369941
89300;1337357;1371656
89400;1339003;1373374
89500;1340713;1375165
89600;1342252;1376785
89700;1343901;1378548
89800;1345588;1380292
89900;1347212;1382008
90000;1348843;1383693
90100;1350548;1385481
90200;1352151;1387182
90300;1353826;1388920
90400;1355412;1390622
90500;1357070;1392355
90600;1358795;1394163
90700;1360432;1395861
90800;1362062;1397565
90900;1363676;1399286
91000;1365376;1401079
91100;1367000;1402767
91200;1368662;1404517
91300;1370242;1406171
91400;1371961;1408023
91500;1373665;1409726
91600;1375205;1411432
91700;1376850;1413126
91800;1378544;1414897
91900;1380199;1416648
92000;1381770;1418352
92100;1383449;1420067
92200;1385090;1421825
92300;1386723;1423508
92400;1388412;1425290
92500;1390075;1427070
92600;1391627;1428743
92700;1393279;1430468
92800;1394970;1432242
92900;1396585;1433947
93000;1398180;1435641
93100;1399864;1437428
93200;1401503;1439167
93300;1403174;1440890
93400;1404801;1442615
93500;1406384;1444293
93600;1408044;1446099
93700;1409701;1447818
93800;1411403;1449607
93900;1412952;1451245
94000;1414593;1452958
94100;1416265;1454747
94200;1417901;1456461
94300;1419542;1458222
94400;1421150;1459952
94500;1422828;1461679
94600;1424469;1463440
94700;1426069;1465134
94800;1427632;1466815
94900;1429306;1468597
95000;1430999;1470382
95100;1432603;1472045
95200;1434180;1473751
95300;1435832;1475521
95400;1437458;1477279
95500;1439090;1478955
95600;1440758;1480711
95700;1442355;1482435
95800;1443934;1484146
95900;1445572;1485885
96000;1447218;1487627
96100;1448944;1489419
96200;1450504;1491096
96300;1452165;1492862
96400;1453818;1494633
96500;1455484;1496349
96600;1456996;1498013
96700;1458658;1499781
96800;1460271;1501525
96900;1461915;1503249
97000;1463562;1505006
97100;1465132;1506693
97200;1466765;1508457
97300;1468418;1510188
97400;1470008;1511927
97500;1471709;1513685
97600;1473265;1515371
97700;1474937;1517137
97800;1476591;1518879
97900;1478104;1520545
98000;1479750;1522315
98100;1481367;1524045
98200;1483035;1525786
98300;1484652;1527542
98400;1486344;1529291
98500;1488024;1531074
98600;1489872;1532860
98700;1491490;1534585
98800;1493356;1536474
98900;1494985;1538202
99000;1496692;1539995
99100;1498509;1541833
99200;1500152;1543557
99300;1501841;1545333
99400;1503638;1547114
99500;1505323;1548880
99600;1507003;1550630
99700;1508758;1552466
99800;1510437;1554205
99900;1512236;1556047
100000;1514008;1557873
